search_term,ranking_cohort,product_name,category_cluster,query_l1,brand_name,product_variant_id,selling_price,l3_category_name,ranking_score,temp,asp_boost,pop_boost,sku_pop,brand_pop,med_asp,p25_asp
paneer,Entry,Hatsun Fresh Paneer| 199.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Hatsun,1232ac7d-b9e2-4f44-aa9e-e4aea9b70fa6,127,Paneer,0.012952959,19,1,1.054726043352644,0,0.18242014450881353,22639.957677435887,87
paneer,Entry,Heritage Fresh Paneer| 500.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Heritage,cbe9a32d-e078-4fc8-ae4c-d468163e5b5d,238,Paneer,0.012822042,20,1,1.156310413861568,0,0.5210347128718933,22639.957677435887,87
paneer,Entry,Gowardhan Paneer Pouch| 500.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Gowardhan,1aeea0a9-50d3-4fc1-b29a-e4472cf66067,219,Paneer,0.012280664,21,1,1.0660003196715486,0,0.2200010655718289,22639.957677435887,87
paneer,Entry,Godrej Jersey Medium Fat Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Godrej Jersey,896e1c65-051d-4e93-9592-3a441248a5de,88,Paneer,0.008510595,22,0.15786984261394246,1.0306453081158786,0,0.10215102705292889,22639.957677435887,87
paneer,Entry,Desi Farms A2 Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Desi Farms,b0c6e3da-a000-410d-b136-09db332a8aa1,102,Paneer,0.0052561304,23,1,1.0289618540096852,0,0.09653951336561745,22639.957677435887,87
paneer,Entry,Ananda Fresh Premium Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Ananda,6a4fa9c3-864b-4b7f-9b69-2213c5fb50c8,96,Paneer,0.0036327322,24,1,1.0234652100765382,0,0.07821736692179443,22639.957677435887,87
paneer,Entry,Namdhari's Dairy Tales Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Dairy Tales,5e22c59a-7f19-4a3c-8bc2-9504141f859d,108,Paneer,0.002784152,25,1,1,0,0,22639.957677435887,87
paneer,Entry,Godrej Jersey Fresh Soft Paneer| 500.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Godrej Jersey,2bd6c687-f4ad-4a91-a498-544ed2c6ff07,230,Paneer,0.0026346645,26,1,1.0306453081158786,0,0.10215102705292892,22639.957677435887,87
paneer,Entry,Amul Frozen Malai Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Amul,be2169df-40ac-4f12-8f21-4118cd5e5fa3,92,Paneer,0.002607549,27,0.7354359502546788,1.3,0,1,22639.957677435887,87
paneer,Entry,Desi farms Buffalo Malai Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Desi Farms,0876c044-d792-4018-a258-9251ce45e00d,93,Paneer,0.0024536455,28,0.8328597215345984,1.0289618540096852,0,0.09653951336561745,22639.957677435887,87
paneer,Entry,Namdhari's Dairy Tales A2 Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Dairy Tales,cc1b83c6-3b03-444e-949d-7f2f073bf121,124,Paneer,0.0018249542,29,1,1,0,0,22639.957677435887,87
paneer,Entry,Humpy Farms A2 Paneer| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Humpy Farms,ef56e226-a538-4e80-ab0e-33c1cd42e537,174,Paneer,0.0013095838,30,1,1.016040487382999,0,0.05346829127666306,22639.957677435887,87
paneer,Entry,Milky Mist Fresh Malai Paneer Cubes| 200.0 - GRAM,Grocery & Kitchen,"Dairy, Bread & Eggs",Milky Mist,78252ea0-1494-4245-bc71-f2cd8e5b30d8,106,Paneer,0.00112955,31,1,1.2483220800817576,0,0.8277402669391918,22639.957677435887,87
