search_term,ranking_cohort,product_name,query_l1,brand_name,product_variant_id,selling_price,l3_category_name,ranking_score,temp,asp_boost,pop_boost
gift,Entry,"Estailo Fashion Butterfly Bliss Gift Hamper A Jewelry Combo For Womens One Size Blue, Silver & Grey | GH0000077| 1.0 - PIECE",Sweet Cravings,Estailo Fashion,6938ccb9-0c58-4f16-9f7e-8f28e97cb6e5,359.962962962963,Gift Set,0.006626778,19,0.7439815404238349,1
gift,Entry,Wine Bag | Colour May Vary | Se7en| 1.0 - PIECE,Sweet Cravings,Se7en,450b587d-2753-4529-82b3-7ec4465858fe,39.0258064516129,Gift Bag,0.0065677892,20,0,1.1632149106823173
gift,Entry,ENN Beauty Endless Love Gift Set | Clay Mask | Lipstick | Nail Paint | Lip & Cheek Tint | Perfume| 1.0 - PIECE,Sweet Cravings,Enn Beauty,8e34d58b-447e-4722-9fd1-0f3aa92e613b,372.2307692307692,Gift Set,0.006389284,21,0.7661672926647519,1.7296790774821345
gift,Entry,90s Nostalgia Gift Box| 1.0 - PIECE,Sweet Cravings,Happy Mail,1b62bd30-bcdb-444d-b09f-26e8a775fd66,254.2980132450331,Gift Hamper,0.0063085393,22,0.5139378722028496,1.1328318703181992
gift,Entry,Polar Express Secret Santa Gift Box | Phool | Fun & Giftable| 1.0 - PIECE,Sweet Cravings,Phool,f680fdd5-1113-48cf-88e4-601e26f89417,459,Gift Hamper,0.0061717345,23,0.9048817355153134,1.7473971503320018
gift,Entry,Print Purple Gift Bag | Mad Over Print| 1.0 - PIECE,Sweet Cravings,Mad Over Prints,55149037-93d1-4d96-8aad-a847a9abfc08,39,Gift Bag,0.0061593982,24,0,1
gift,Entry,Estailo Fashion Fearless Heart Gift Hamper Jewelry Combo For Bold & Stylish Girls & Womens Wear Grey Purple | GH0000078| 1.0 - PIECE,Sweet Cravings,Estailo Fashion,987d054b-8f88-425d-a9e1-47b67956bc95,360,Gift Set,0.0061055603,25,0.7440496516491144,1
gift,Entry,mCaffeine Miniature Coffee Body Detan Skin Care Gift Set| 70.0 - MILLILITRE,Sweet Cravings,mCaffeine,588444aa-80ac-4b5e-8280-a92a17df09f6,249.97826086956522,Gift Set,0.0059501096,26,0.5025957701020882,1.6150395057692775
gift,Entry,Aromatherapy Gift Set | Ceramic diffuser | aroma oil | tealight candles | Auradecor| 1.0 - PIECE,Sweet Cravings,Auradecor,ba006b85-e403-4ce5-9ddb-dfa1f73618b4,168.41666666666666,Gift Set,0.005790644,27,0.24114741129151956,1.0068411893757505
gift,Entry,Estailo Fashion Quin Taj Rotal Glow Gift Hamper Women One Size Pink & Silver Combo | GH0000066| 1.0 - PIECE,Sweet Cravings,Estailo Fashion,15d25cad-4cf2-4eb3-8bb0-990c683d9976,390,Gift Set,0.0055383025,28,0.7970384887119638,1
gift,Entry,Itsy Bitsy Gift Box Moroccan Trellis Aqua Shimmer L15.5 x W10.5 x D 6.5cm| 1.0 - PIECE,Sweet Cravings,Itsy Bitsy,6fbf92c1-2108-4158-8367-de265890cca3,108.77777777777777,Gift box,0.00544209,29,0,1
gift,Entry,House of Wemy Krishnaji Divine Hands Idol for Gifting and Home Decor| 1.0 - PIECE,Sweet Cravings,House of Wemy,379a6fae-e9fc-4ede-b9e9-201d00a2ab02,685,Pooja Gift Box,0.005437289,30,1,1
gift,Entry,Daily Good Festive Dry Fruit Gift Pack Potli| 500.0 - GRAM,Sweet Cravings,Daily Good,c3a79918-8fc2-4329-ab26-e086c334138d,586.9084967320262,Dry Fruits Gift Box,0.005156782,31,1,1.132421392158573
gift,Entry,UNIBIC Cookies Festive Moments| 500.0 - GRAM,Sweet Cravings,Unibic,35a625dd-8b64-49d4-afd0-378915a422b3,188.1067415730337,Assorted Biscuits,0.0051543657,32,0.31434454376035376,1.1353123698662497
gift,Entry,Purple Gift Bag | Mad Over Print| 1.0 - PIECE,Sweet Cravings,Mad Over Prints,0a0881a0-848e-48cb-95d5-942796e79723,49,Gift Bag,0.0049300278,33,0,1
gift,Entry,Farmley Festive Delights Dry Fruit Gift Box| 231.0 - GRAM,Sweet Cravings,Farmley,000f44ed-561f-4986-ae2d-3d8a1a06a58d,445.2582781456954,Dry Fruits Gift Box,0.004662073,34,0.8847595704102897,1.3
gift,Entry,Pan Aromas Burner Gift - French Vanilla| 1.0 - PIECE,Sweet Cravings,Pan Aromas,fd4006b1-b3ed-4e84-97d9-96f20c9252c0,231.7037037037037,Diffuser,0.004644546,35,0.4523398082709767,1.0773318699375591
gift,Entry,Nestle Milkybar Tablet Made With Milk Yummy & Creamy Treat| 24.0 - GRAM,Sweet Cravings,Milkybar,8230f481-b7f5-48cb-8406-d1498c88471d,16,Bar Chocolates,0.004638961,36,0,1.1103237987645318
gift,Entry,Hershey's Kisses Moments Chocolate | Perfect for Gifting & Sharing | Hershey's| 124500.0 - MILLIGRAM,Sweet Cravings,Hershey's,d8a1688f-202f-45f9-96d5-26a050e776c7,240.19135802469137,Chocolate Gift Box,0.0045468975,37,0.4761565146504653,1.097947267756872
gift,Entry,Parker Galaxy Standard Gold Trim Ball Pen with Silver Key Chain Gift Set | Ink Color- Blue| 1.0 - PIECE,Sweet Cravings,Parker,9ca19c83-bdf7-41e6-af05-3db3d05cfcaf,439,Gift Set,0.00442618,38,0.8753887936709865,1
gift,Entry,UNIBIC Cookie Magic| 300.0 - GRAM,Sweet Cravings,Unibic,365cbcf1-b76f-4275-a296-4c420901b4e8,150.40853658536585,Assorted Biscuits,0.0044204867,39,0.16628374883107774,1.1353123698662497
gift,Entry,Bestseller Gift Pack| 230.0 - GRAM,Sweet Cravings,The Healthy Binge,b16729e9-b36e-4c7b-8e9d-ae08462002b6,201.23287671232876,Gift box,0.004420166,40,0.3589990723592433,1
gift,Entry,Happilo Celebration Premium Gift Box | Dry Fruit Robbin Potli| 232.0 - GRAM,Sweet Cravings,Happilo,f8c3bb48-40d1-40db-b8e9-c34343bd39bb,308.29605263157896,Dry Fruits Gift Box,0.0044111605,41,0.6414097608477294,1.2383393966934428
gift,Entry,Wonderland Foods Snacking -California Almonds | Masala Raisin | Mixed Seeds | Cashew | Dates- Gift Box| 200.0 - GRAM,Sweet Cravings,Wonderland Foods,50a74607-391a-4586-b164-7569c9e1b7db,486.9246575342466,Dry Fruits Gift Box,0.004330626,42,0.9439793383410354,1.0702006955223513
gift,Entry,Ferrero Rocher Gift Pack (8 pieces)| 100.0 - GRAM,Sweet Cravings,Ferrero Rocher 2024,58afbca5-751f-43fb-9b27-27c603eb96c7,293.2634730538922,Premium Chocolate Gift Box,0.004292951,43,0.6083166235493719,1.5651859033396747
gift,Entry,Galaxy Smooth Milk Valentine Chocolate Bar for Gifting| 30.0 - GRAM,Sweet Cravings,Galaxy,c5d5574c-ed5d-44b8-bff6-c7728af6df28,54.36144578313253,Bar Chocolates,0.004288483,44,0,1.0694636687426828
gift,Entry,Keya Festival Of Flavours - Gift Box | Teachers Day Special| 175.0 - GRAM,Sweet Cravings,Keya,ccdf13b9-4ade-44d4-9e27-7f4a87951b71,166.45890410958904,Gift Set,0.0042880736,45,0.23340682045105096,1.0216337403319173
gift,Entry,Estailo Fashion Forever & Torn Gift Hamper Women One Size Silver Combo | GH0000067| 1.0 - PIECE,Sweet Cravings,Estailo Fashion,985c9f1c-b59a-4f4f-b61d-90b18d3faf02,400,Gift Set,0.0042503146,46,0.8137990561772692,1
gift,Entry,"Open Secret Valentine Chocolate Cookies, Brownie and Dry Fruits Hamper | Zero Maida| 126.0 - GRAM",Sweet Cravings,Open Secret PF,3d975372-e6b4-4e75-8cdb-177c33cab79f,258.1151515151515,Assorted Biscuits,0.0042276876,47,0.5238010817267441,1
gift,Entry,Kimirica French Note Gift Set | Lavender Shower Gel & Body Lotion | Unisex Luxury Gift Set| 1.0 - PIECE,Sweet Cravings,Kimirica,02383df1-0703-4a1d-9910-45a6e81b35d7,487.9447513812155,Gift Set,0.0041964194,48,0.9453647743024978,1.9959552796206879
gift,Entry,Galaxy Smooth Milk Valentine Chocolate Bar for Gifting| 56.0 - GRAM,Sweet Cravings,Galaxy,68b828b1-6633-4842-a9e7-721dc5992ce6,86.90361445783132,Bar Chocolates,0.004169993,49,0,1.0694636687426828
gift,Entry,Itsy Bitsy Gift Bags Floral Swirls Ivory Shimmer L33.5 x W21.5 x D9.2cm Gol| 1.0 - PIECE,Sweet Cravings,Itsy Bitsy,0ae3a325-fe00-4f3f-9459-19507223804f,89.35714285714286,Gift Bag,0.004159549,50,0,1
gift,Entry,Estailo Fashion Heart Of Love Gift Hamper Set Of Womens One Size Silver & Grey | GH0000071| 1.0 - PIECE,Sweet Cravings,Estailo Fashion,277b3e26-9c75-4b1e-8bf6-7c1c2ad558b1,380,Gift Set,0.00409271,51,0.7798425334943506,1
gift,Entry,Red White Gift Bag | Mad Over Print| 1.0 - PIECE,Sweet Cravings,Mad Over Prints,3e6f204a-d987-4937-aaff-9a3ba78514a8,39,Gift Bag,0.004067021,52,0,1
gift,Entry,Soulflower Walk in the Wood Aroma Diffuser Gift Set | Home Fragrance| 1.0 - PIECE,Sweet Cravings,Soulflower,7ab48b07-62dc-472d-9b58-e8436bd7472e,536.8148148148148,Diffuser,0.0040654573,53,1,1.4637501672801894
gift,Entry,Eatopia Healthy Christmas Secret Santa Gift Hamper| 280.0 - GRAM,Sweet Cravings,Eatopia,15c00315-a7c9-466d-99d5-445e12683455,854,Gift box,0.0039974404,54,1,1
gift,Entry,Reindeer Red Wrapping Paper | Decorative Use | Mad Over Print| 1.0 - PIECE,Sweet Cravings,Mad Over Prints,80a30069-8723-429b-a009-8e99827b44e6,69,Gift Packing Material,0.0039674034,55,0,1
gift,Entry,Estailo Fashion Glam Night Gift Box Set Of Women One Size Golden Black combo | GH0000068| 1.0 - PIECE,Sweet Cravings,Estailo Fashion,516aca97-39eb-4a49-99bd-58466c2bdf26,350,Gift Set,0.0038727613,56,0.7254003323932716,1
gift,Entry,Brown Gift Bag | Mad Over Print| 1.0 - PIECE,Sweet Cravings,Mad Over Prints,a77834fe-4fc6-4485-b896-fb8a26024dfd,39,Gift Bag,0.00384742,57,0,1
gift,Entry,"Nutraj Wishes Birds of bliss Gift Box | Almond, Cashew, Cranberry| 300.0 - GRAM",Sweet Cravings,Nutraj,e04baa6b-d7a4-4193-b055-84346e35228a,414,Dry Fruits Gift Box,0.0038312091,58,0.8365730433153502,1.205612051663986
gift,Entry,Tiger Notes Gift Wrap Festive Birds | Mint | Decorative Use| 1.0 - PIECE,Sweet Cravings,Tiger Notes,1f66723c-dd72-4e23-835f-14bc0eb2d48a,86,Gift Packing Material,0.0038101603,59,0,1
gift,Entry,Wonderland Foods Roasted & Salted Dry Fruits Gift Box| 1.0 - PIECE,Sweet Cravings,Wonderland Foods,a97992e7-3fed-4d41-9f62-f2d9ba0c8462,476.6711409395973,Dry Fruits Gift Box,0.0037675055,60,0.9298901185003478,1.0702006955223513
ice cream,Entry,Dairy Day New Triple Bar Ice Cream Stick| 70.0 - MILLILITRE,Ice Creams & More,Dairy Day,e39e3c56-4124-4dfe-8625-23e83dd2ac0d,23.174698795180724,Ice Cream Stick,0.16492642,1,0,1.8221896565543947
ice cream,Entry,Amul Gold TriCone Butterscotch Ice Cream Cone| 120.0 - MILLILITRE,Ice Creams & More,Amul,5138a29d-e84c-4136-b602-dae0554ac434,32.21951219512195,Ice Cream Cone,0.09547748,2,0.36148179093751254,1.508056697736036
ice cream,Entry,Kwality Wall's Cornetto Double Chocolate Cone| 105.0 - MILLILITRE,Ice Creams & More,Kwality Wall's Cornetto,a4fc31a2-f678-47cd-b0b7-54b2c798fa14,33.25903614457831,Ice Cream Cone,0.08741255,3,0.44325689381268013,1.6264285364959472
ice cream,Entry,Amul Cookie Crunch Delight Ice Cream Cone| 120.0 - MILLILITRE,Ice Creams & More,Amul,bf825b82-0768-4567-b631-82d393f99c9a,29.185185185185187,Ice Cream Cone,0.0858536,4,0.10676134292752805,1.5152881408523737
ice cream,Entry,Havmor Dark Chocolate Ice Cream Cone | Rich & Creamy| 110.0 - MILLILITRE,Ice Creams & More,Havmor,f1089bd4-ce31-456d-95ce-c1f65cb57e2f,46.13333333333333,Ice Cream Cone,0.06865125,5,1,1.364837367611511
ice cream,Entry,Amul Kulfi Raj Bhog Ice Cream Stick| 60.0 - MILLILITRE,Ice Creams & More,Amul,7359262c-7bd0-4bb9-b897-99ae0a8890b5,24.161490683229815,Kulfi,0.06846753,6,0,1.6447095892766297
ice cream,Entry,Dairy Day Nutty Ice Cream Stick| 65.0 - MILLILITRE,Ice Creams & More,Dairy Day,65747b73-e0f8-4449-b3cd-891ea12bcb9a,21.23780487804878,Ice Cream Stick,0.06769589,7,0,1.4288261759103948
ice cream,Entry,Dairy Day Blackcurrant Ice Cream Cone | Fruity & Creamy| 120.0 - MILLILITRE,Ice Creams & More,Dairy Day,c56e27e4-456e-4fc7-b969-7e3a8e6887e4,29.97590361445783,Ice Cream Cone,0.06661556,8,0.17560449024360425,1.4645360828259517
ice cream,Entry,Dairy Day Butterscotch Ice Cream Cone | Crunchy & Creamy| 120.0 - MILLILITRE,Ice Creams & More,Dairy Day,da67675b-d1b0-4317-ac70-4b3298e71b4d,33.796407185628745,Ice Cream Cone,0.062324584,9,0.48453299508257525,1.473465646380716
ice cream,Entry,Kwality Wall's The Dairy Factory Butterscotch Ice Cream Tub| 700.0 - MILLILITRE,Ice Creams & More,Kwality Wall's,efaad14d-3923-4f04-ade7-69533d3cdebd,127.58083832335329,Ice Cream Tub,0.054187026,10,1,1.4146283832908286
ice cream,Entry,Dairy Day Red Velvet Ice Cream Cone | Creamy & Chocolatey| 120.0 - MILLILITRE,Ice Creams & More,Dairy Day,bb5aa27f-aee4-4d93-8b15-59d46c089a27,32.0679012345679,Ice Cream Cone,0.046389446,11,0.3493351944731824,1.3950893329936382
ice cream,Entry,Milky Mist Banana Caramel Cone | Creamy & Sweet| 90.0 - MILLILITRE,Ice Creams & More,Milky Mist,4537bb08-47ba-424d-b968-d4e6acefc899,24.082278481012658,Ice Cream Cone,0.042221736,12,0,1.0156790877661794
ice cream,Entry,Amul Aamras Kulfi Ice Cream Stick| 60.0 - MILLILITRE,Ice Creams & More,Amul,228eee59-8859-49d0-90b6-769230cae2bf,17,Ice Cream Stick,0.042098552,13,0,1.3002614610743826
ice cream,Entry,Milkymist Almond Choco Bar| 60.0 - MILLILITRE,Ice Creams & More,Milky Mist,f275e659-a89b-4020-a889-fd5745b3381b,34.95569620253165,Ice Cream Stick,0.041912116,14,0.5713882398592631,1.1641667568108263
ice cream,Entry,Kwality Wall's Magnum Chocolate Almond Ice Cream Stick| 57.0 - GRAM,Ice Creams & More,Kwality Wall's Magnum,42ce0b98-2a96-4e15-ac37-a50a70225e5f,80.644578313253,Ice Cream Stick,0.041454304,15,1,1.5869614019518725
ice cream,Entry,Dairy Day Vanilla Ice Cream Sandwich| 52.0 - GRAM,Ice Creams & More,Dairy Day,51396402-e32f-4097-b119-ed5087006dc2,25.88888888888889,Ice Cream Sandwich,0.04042049,16,0,1.406022573825504
ice cream,Entry,Milky Mist Chocolate Cone | Ice Cream Cone| 120.0 - MILLILITRE,Ice Creams & More,Milky Mist,c0f45560-f7e4-4839-8904-08598a83bee2,34.949367088607595,Ice Cream Cone,0.039789043,17,0.570921920513944,1.25331372837311
ice cream,Entry,Amul Gold Frostik Ice Cream Stick| 70.0 - MILLILITRE,Ice Creams & More,Amul,c9ffe0d2-4518-479f-b452-d944285fc24b,37.30120481927711,Ice Cream Stick,0.038287077,18,0.7386356728728523,1.3179450935971517
ice cream,Entry,Kwality Wall's The Dairy Factory Vanilla Ice Cream Tub| 700.0 - MILLILITRE,Ice Creams & More,Kwality Wall's,02e2974d-901a-42fb-a907-a625aca61029,106.3012048192771,Ice Cream Tub,0.03705031,19,1,1.3401285642303737
ice cream,Entry,Kwality Walls Cornetto Strawberry Vanilla Cone| 105.0 - MILLILITRE,Ice Creams & More,Kwality Wall's Cornetto,2094ebdc-6496-4f4e-91b8-77ea11ebecc6,34.67283950617284,Ice Cream Cone,0.036794942,20,0.5504649128184645,1.4141299957935258
ice cream,Entry,Dairy Day Belgian Chocolate Ice Cream Cone| 120.0 - MILLILITRE,Ice Creams & More,Dairy Day,6bf65ea3-7ed4-4aff-9173-bde5d4363fce,40.609756097560975,Ice Cream Cone,0.036200106,21,0.9574872728140417,1.2946513811841842
ice cream,Entry,Amul Gold Chocochips Ice Cream Cup| 125.0 - MILLILITRE,Ice Creams & More,Amul,939ded54-bb16-4dcd-8165-f24974a6e957,44.99390243902439,Ice Cream Cup,0.035720605,22,1,1.3690846172958981
ice cream,Entry,Kwality Wall's Magnum Chocolate Truffle Ice Cream Stick| 63.0 - GRAM,Ice Creams & More,Kwality Wall's Magnum,928db2ba-5ef4-4575-9e87-213eb991f985,71.03030303030303,Ice Cream Stick,0.03401491,23,1,1.535500194324165
ice cream,Entry,Milkymist Badam Pista Ice Cream Cone| 110.0 - MILLILITRE,Ice Creams & More,Milky Mist,0e043c43-4b5e-4b8f-a4b3-488f2a5ca4af,34.5126582278481,Ice Cream Cone,0.03370829,24,0.5385402361240893,1.230328200475992
ice cream,Entry,Amul King Alphonso Ice Cream| 125.0 - MILLILITRE,Ice Creams & More,Amul,a3a39a35-fccc-4aaa-89d4-475610d9f1dd,29.050632911392405,Ice Cream Cup,0.029269863,25,0.09486123816066921,1.1733745255089905
ice cream,Entry,Havmor Zulubar Dark Crunch| 80.0 - MILLILITRE,Ice Creams & More,Havmor,6732ba4a-ec02-4bc2-bbf0-6724728f53b4,44.75925925925926,Ice Cream Stick,0.028954089,26,1,1.0424511820903595
ice cream,Entry,Amul Choco Chips Ice Cream Tub | Rich Chocolate Taste| 500.0 - MILLILITRE,Ice Creams & More,Amul,a9254c21-a915-422e-82c4-aee91f833483,99.15189873417721,Ice Cream Tub,0.027518399,27,1,1.5022783865661642
ice cream,Entry,Amul Gold TriCone Chocolate Ice Cream Cone| 120.0 - MILLILITRE,Ice Creams & More,Amul,7ee5485a-9950-49a9-81fb-292f5784b055,45.0609756097561,Ice Cream Cone,0.027250033,28,1,1.300802027667743
ice cream,Entry,Amul Cassata Ice Cream | Real Milk| 150.0 - MILLILITRE,Ice Creams & More,Amul,4b2bb89a-9f48-4289-9010-be5bb679ca1e,53.20125786163522,Cassata,0.027193913,29,1,1.2934917027505397
ice cream,Entry,Amul Ice Cream Tub | Vanilla Royale| 500.0 - MILLILITRE,Ice Creams & More,Amul,a20a57a5-b3b5-405c-bcc5-376628fedec1,83.15189873417721,Ice Cream Tub,0.026400367,30,1,1.521687703670161
ice cream,Entry,Dairy Day Premium Cassata Ice Cream| 100.0 - MILLILITRE,Ice Creams & More,Dairy Day,927feec4-f962-4b3e-a512-ce891d4369c8,46.351851851851855,Cassata,0.026121428,31,1,1.1677449861871887
ice cream,Entry,Dairy Day Chocolate Ice Cream Sandwich| 52.0 - GRAM,Ice Creams & More,Dairy Day,cf6d93d5-5951-443d-a874-64f25694c642,26.149068322981368,Ice Cream Sandwich,0.025595127,32,0,1.358152380422848
ice cream,Entry,Arun Vanilla Ice Cream Tub | Classic Creamy Flavour| 250.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,77625435-1068-4bc8-9103-267b702426c2,66.55828220858896,Ice Cream Tub,0.025480574,33,1,1.3184549571404807
ice cream,Entry,Arun Double Chocolate Icone Ice Cream Cone| 100.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,fde3498a-c4b7-4b56-b08b-59c9fb241bf1,45.2760736196319,Ice Cream Cone,0.025472958,34,1,1.5349354159587434
ice cream,Entry,Dairy Day Matka Kulfi Ice Cream Stick| 100.0 - MILLILITRE,Ice Creams & More,Dairy Day,689d98ad-bba1-42ee-b29e-f30524c24fb5,42.13253012048193,Kulfi,0.024149703,35,1,1.2467910465494254
ice cream,Entry,Arun Kulfi Maharaja Ice Cream Cup| 125.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,eebd79ef-f87e-4373-a83e-5d9f694a71c7,50.22839506172839,Kulfi,0.024048632,36,1,1.0804105461996805
ice cream,Entry,Hangyo Malai Kulfi | Creamy Frozen Dessert| 50.0 - MILLILITRE,Ice Creams & More,Hangyo,6cdd42f8-9d57-4d05-81e8-4cc0c848d4af,32.14110429447853,Kulfi,0.023901554,37,0.35520714829104116,1.2453903998222222
ice cream,Entry,Arun Italian Delight Ice Cream Cup| 125.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,50d0d536-b999-4d7d-9b85-94dde8d30bfa,48.41975308641975,Ice Cream Cup,0.02369299,38,1,1.1230356877281986
ice cream,Entry,Cream Pot Chocolate Tub | Frozen Dessert Tub| 1.0 - LITER,Ice Creams & More,Cream Pot,085a95f7-d1c7-4d8f-8305-5328468a2141,170.6144578313253,Ice Cream Tub,0.023663132,39,1,1.0844785134552124
ice cream,Entry,Hangyo Gudbud Cup | Medium Fat Ice Cream| 100.0 - MILLILITRE,Ice Creams & More,Hangyo,7d3bd1d0-03d4-49b8-a408-00ead6444529,35.9873417721519,Ice Cream Cup,0.023644235,40,0.6462914623875622,1.0280361588109599
ice cream,Entry,Amul Vanilla Ice Cream Sandwich| 80.0 - MILLILITRE,Ice Creams & More,Amul,1d4118c7-b813-4c69-88c5-8a4665270bf7,24.067901234567902,Ice Cream Sandwich,0.023515401,41,0,1.3233979380131307
ice cream,Entry,Kwality Wall's The Dairy Factory Alphonso Mango Ice Cream Tub| 700.0 - MILLILITRE,Ice Creams & More,Kwality Wall's,fe926042-b929-4725-87ea-ab24a55d7883,120.3030303030303,Ice Cream Tub,0.022923639,42,1,1.2722649794836927
ice cream,Entry,Amul Chocolate Brownie Ice Cream Tub | Rich & Creamy| 1.0 - LITER,Ice Creams & More,Amul,223e5add-4cfb-45b4-8884-6d4f90d3c499,199.05421686746988,Ice Cream Tub,0.02287011,43,1,1.4812459395008049
ice cream,Entry,Heritage Alpenvie Belgian Chocolate Ice Cream Tub| 950.0 - MILLILITRE,Ice Creams & More,Heritage,2c647a04-5f1f-4166-bac7-c81b1365be49,135.2594936708861,Ice Cream Tub,0.02285959,44,1,1.2524209783106628
ice cream,Entry,Amul Vanilla Magic Ice Cream Tub | Creamy Delight| 1.0 - LITER,Ice Creams & More,Amul,47be7781-bcb1-44e1-8ecd-9ba393386c69,170.77710843373495,Ice Cream Tub,0.02191108,45,1,1.4909159319116119
ice cream,Entry,Kwality Wall's The Dairy Factory Chocochips Ice Cream Tub| 700.0 - MILLILITRE,Ice Creams & More,Kwality Wall's,c6af4214-d200-417a-879f-55bd5e8ebbab,181.50602409638554,Ice Cream Tub,0.021792203,46,1,1.1085590856702248
ice cream,Entry,Amul Butter Scotch Bliss Icecream Tub | Creamy & Butterscotch Flavor| 500.0 - MILLILITRE,Ice Creams & More,Amul,9817e468-4d76-4be7-b2c0-a65e500cdddc,102.15189873417721,Ice Cream Tub,0.021064715,47,1,1.3
ice cream,Entry,Go Zero Mango Duet Low Calorie Guilt Free Ice Cream Stick| 60.0 - MILLILITRE,Ice Creams & More,Go Zero,f2f18d82-184f-435c-84f2-e1158ac3172e,48.1219512195122,Ice Cream Stick,0.0209579,48,1,1.2625326776354846
ice cream,Entry,Hocco Chillo Dark Chocolate Ice Cream Cone| 110.0 - MILLILITRE,Ice Creams & More,Hocco Ice Creams,c23b634a-2958-4a74-a287-50e188efe4fb,36,Ice Cream Cone,0.020945208,49,0.6471971239328516,1.1122590123887057
ice cream,Entry,Kwality Walls Magnum Pistachio Ice Cream Stick| 61.0 - GRAM,Ice Creams & More,Kwality Wall's Magnum,90c19960-6b5f-4232-b0f1-7a3464d7eca8,80.08695652173913,Ice Cream Stick,0.020778589,50,1,1.4759152508789273
ice cream,Entry,Kwality Wall's Magnum Brownie Ice Cream Stick| 61.0 - GRAM,Ice Creams & More,Kwality Wall's Magnum,46816ff6-318f-496e-b20f-c32749ea5532,71.28915662650603,Ice Cream Stick,0.020741098,51,1,1.4648861856718063
ice cream,Entry,Amul Gold Fruit 'N' Nut Fantasy Ice Cream Cup| 125.0 - MILLILITRE,Ice Creams & More,Amul,835fbf52-badb-4f1f-b58a-7190620e51e6,44.99393939393939,Ice Cream Cup,0.02064565,52,1,1.1733745255089902
ice cream,Entry,Cream Pot Butterscotch Tub | Creamy Dessert Tub| 1.0 - LITER,Ice Creams & More,Cream Pot,3fe89994-df95-40fb-98ef-235db62adb8d,177.74698795180723,Ice Cream Tub,0.020459345,53,1,1.0844785134552124
ice cream,Entry,Kwality Wall's Feast Cadbury Crackle Stick| 70.0 - MILLILITRE,Ice Creams & More,Kwality Wall's,7a221888-d2f4-4160-a4cc-e1513e2279de,59.03636363636364,Ice Cream Stick,0.020181296,54,1,1.0313912469311808
ice cream,Entry,Cream Bell Sacch Mucch Aam Ice Cream Stick| 70.0 - MILLILITRE,Ice Creams & More,Cream Bell,a707501b-941a-4b7d-93a6-da02ba99f4e2,34.063291139240505,Ice Cream Stick,0.020102166,55,0.5047893794304489,1.0078185469506966
ice cream,Entry,Havmor Zulubar Ice Cream Candy Stick| 80.0 - MILLILITRE,Ice Creams & More,Havmor,8119b272-231a-4333-b932-b1974633819d,44.97575757575758,Ice Cream Stick,0.020072062,56,1,1.0424511820903595
ice cream,Entry,Arun Vanilla And Blackcurrant Ice Cream Cup| 125.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,7f16ec35-b14d-4afd-9854-33169b4cf409,61.30864197530864,Ice Cream Cup,0.019924602,57,1,1.1230356877281986
ice cream,Entry,Arun Sea Salt Caramel Gronola Ice Cream Sandwich| 60.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,01e57dc7-71a6-45e9-9b89-fce00b6793d2,30.160493827160494,Ice Cream Sandwich,0.01989883,58,0.19141412287462517,1.511255003309624
ice cream,Entry,Go Zero Raspberry Duet Low Calorie Guilt Free Ice Cream Stick| 60.0 - MILLILITRE,Ice Creams & More,Go Zero,ec754ee7-b23d-4292-8b36-f5c4487c6683,48.146341463414636,Ice Cream Stick,0.019625086,59,1,1.2387141865623903
ice cream,Entry,Arun Cassata Slice Ice Cream | Multi Flavour| 120.0 - MILLILITRE,Ice Creams & More,Arun Ice Creams,932ef53e-efc4-4b1e-9829-e46b5b7af040,79.82716049382717,Cassata,0.018955966,60,1,1.3
lipstick,Entry,Blue Heaven Non Transfer Lip Color | Mauve 201| 3.0 - MILLILITRE,Makeup & Beauty,Blue Heaven,c7cc2436-59a4-4543-879a-7e6ed8276ada,86,Lipstick,0.024047391,1,0,1.1721300812886197
lipstick,Entry,Blue Heaven Intense Matte Lipstick | Plum Desire | Smudge Proof| 4.0 - GRAM,Makeup & Beauty,Blue Heaven,8554ab68-fd39-4b03-83b9-023334e998da,77.27329192546584,Bullet Lipstick,0.019320926,2,0,1.5896161991171465
lipstick,Entry,Blue Heaven Non Transfer Lip Color | Maroon 202| 3.0 - MILLILITRE,Makeup & Beauty,Blue Heaven,ba8c4613-84fd-4c06-a053-3488e61a140d,86,Lipstick,0.016928796,3,0,1.3919861559110578
lipstick,Entry,Blue Heaven Powder Matte Lipstick - Mahogany Moment| 3.5 - GRAM,Makeup & Beauty,Blue Heaven,24a564be-8d7e-4023-9d5b-48964d2f4096,137.62962962962962,Lipstick,0.013980031,4,0.217160814546902,1.3761719017963996
lipstick,Entry,Blue Heaven Intense Matte Lipstick - Choco Swirl 307| 4.0 - GRAM,Makeup & Beauty,Blue Heaven,520e2258-848b-40c1-9292-61fb1b83cae5,90.4074074074074,Lipstick,0.0118681425,5,0,1.4621523273764094
