search_term,ranking_cohort,product_name,query_l1,brand_name,product_variant_id,selling_price,l3_category_name,ranking_score,temp,asp_boost,pop_boost
chips,Entry,Bingo! Popped Chips Indian Spice Mix | Light & Flavourful| 51.0 - GRAM,Munchies,Bingo!,0977f75b-cd5b-4769-b959-f7e6082dbacd,30.271604938271604,Chips,0.017641729,57,1,1.4462587256956674
chips,Entry,Balaji Cream & Onion Wafers| 140.0 - GRAM,Munchies,Balaji,141e5478-0a26-4c68-b9a0-4d17017b7d3c,37.064864864864866,Wafers,0.017385218,58,1,1.1134506336501053
chips,Entry,Crax Cheese Balls Puff Snacks | Crispy & Cheesy| 54.0 - GRAM,Munchies,Crax,c0ced200-4526-427a-b403-53c251375ce3,20.08433734939759,Puffs,0.017049816,59,0.5199695368513151,1.0988066416885645
chips,Entry,Bingo! Hot & Spicy Hashtags | Korean Style| 53.0 - GRAM,Munchies,Bingo!,44c6b698-2f48-43c9-bf4c-40c61451a779,21.975609756097562,Chips,0.01697973,60,0.9470408898527535,1.2304460526362395
chocolate,Entry,Cadbury Dairy Milk Milkinis Chocolate Bar| 17.0 - GRAM,Sweet Cravings,Cadbury,dabb52be-7e87-4cfd-82a8-c463dd662bd7,19.935897435897434,Bar Chocolates,0.12537546,1,0.03935366173839442,1.725120476140055
chocolate,Entry,Cadbury Dairy Milk Chocolate Bar | Smooth & Rich Milk| 28.0 - GRAM,Sweet Cravings,Cadbury,97f20fe1-cf1b-4017-828a-f88336202c42,26.025316455696203,Bar Chocolates,0.11744582,2,0.25751032686010733,1.6600294203990726
chocolate,Entry,Nestle Munch Max Choco Coated Crunchy Wafer Bar| 38.0 - GRAM,Sweet Cravings,Munch,7b2a39c7-5177-46ff-810b-7606200acd70,17.830303030303032,Wafer Chocolates,0.10441692,3,0,1.9313801414790381
chocolate,Entry,Nestle Classic Chocolate Bar| 31.0 - GRAM,Sweet Cravings,Kit-Kat,5a51bff9-0cbe-4269-9f58-51417c58f957,19.86060606060606,Milk Chocolates,0.08550293,4,0.036256782648693364,1.415356837957015
chocolate,Entry,Cadbury Dairy Milk Chocolate Bar | Smooth & Rich Milk| 21.0 - GRAM,Sweet Cravings,Cadbury,ec75d477-2f83-4015-92bd-57dc0f777076,18.03614457831325,Bar Chocolates,0.07238061,5,0,1.429875806983944
chocolate,Entry,Cadbury Dairy Milk Milkinis Duo Pack Chocolate Bar| 34.0 - GRAM,Sweet Cravings,Cadbury,8585436b-0b4c-4eb1-a462-e97b90c5782c,34.99354838709677,Bar Chocolates,0.06912353,6,0.49984911929306425,1.4554027918906578
chocolate,Entry,"Snickers Peanut, Nougat & Caramel Chocolate Bar| 22.0 - GRAM",Sweet Cravings,Snickers,3d1809b9-5567-4ad9-a75b-2021af91a464,15.22289156626506,Bar Chocolates,0.06156822,7,0,1.1101853510445274
chocolate,Entry,"Nestle KitKat 4F Choco Wafer Bar, Valentines Pack| 38.5 - GRAM",Sweet Cravings,Kit-Kat,f7ee6357-dc9d-4de4-a77e-87f74225d3a9,28.102409638554217,Wafer Chocolates,0.061543427,8,0.3203556446321811,1.6017649960745663
chocolate,Entry,Cadbury 5 Star Chocolate Bar| 33.0 - GRAM,Sweet Cravings,Cadbury,a4bb3a95-1e0c-4063-9aee-fcc44bf6b15d,18.03012048192771,Bar Chocolates,0.046993244,9,0,1.412812993736576
chocolate,Entry,Nestle Milkybar Tablet Made With Milk Yummy & Creamy Treat| 24.0 - GRAM,Sweet Cravings,Milkybar,8230f481-b7f5-48cb-8406-d1498c88471d,16,Bar Chocolates,0.04270847,10,0,1.1103237987645318
chocolate,Entry,Hershey's Kisses Milk | Chocolate Share Bag| 36.0 - GRAM,Sweet Cravings,Hershey's,2cf47c3b-3ab3-4e01-a558-99ac70e06ad5,45.13855421686747,Chocolate Shared Pack,0.04205243,11,0.7082050241838318,1.3808684668825324
chocolate,Entry,Cadbury Perk Plus Chocolate Coated Wafer Bar| 38.0 - GRAM,Sweet Cravings,Cadbury,cca752ff-b4d0-4ff9-a255-b08c370e438b,20,Wafer Chocolates,0.036303047,12,0.041981119508412414,1.174081818080402
chocolate,Entry,Cadbury Gems Chocolate Duo Pack| 22.0 - GRAM,Sweet Cravings,Cadbury,4e950ab3-3afc-432e-8241-d827f5093c2f,17.10843373493976,Chocolate Coated,0.034267057,13,0,1.174081818080402
chocolate,Entry,Cadbury Dairy Milk Crispello Chocolate Bar| 35.0 - GRAM,Sweet Cravings,Cadbury,72003458-119e-44e0-8f42-7df5832af0ff,33.17964071856287,Milk Chocolates,0.0336806,14,0.456285144071093,1.4392721967091935
chocolate,Entry,Nestle KitKat Minis | Choco Coated Wafer Bar| 133.0 - GRAM,Sweet Cravings,Kit-Kat,33b71410-fde7-4977-a8d8-264c22254d4b,80.32926829268293,Chocolate Shared Pack,0.032643147,15,1,1.3646858905025496
chocolate,Entry,Munch Max Nuts | Double Choco Coated Wafer Bar With Crunchy Nuts| 37500.0 - MILLIGRAM,Sweet Cravings,Munch,166e27b0-8c02-48af-af24-f7f86cb47aee,24.038216560509554,Chocolate Shared Pack,0.03133099,16,0.19250486546981735,1.509593267788509
chocolate,Entry,Cadbury Nutties | Chocolate Pack | Crunchy Cashew & Classic Chocolate| 30.0 - GRAM,Sweet Cravings,Cadbury,92a9e18a-4c93-4800-93cc-fbe0cc400611,37.47305389221557,Chocolate Shared Pack,0.029192904,17,0.5558790598292037,1.4178457259723436
chocolate,Entry,Cadbury Dairy Milk Fruit & Nut Chocolate Bar| 36.0 - GRAM,Sweet Cravings,Cadbury,76f6cf3f-1282-4e97-b223-aeab28903542,42.23809523809524,Milk Chocolates,0.0287024,18,0.6538481654111057,1.474635396422259
chocolate,Entry,Amul Chocominis Chocolate| 250.0 - GRAM,Sweet Cravings,Amul,9d8a2ec2-b619-4efa-b6e9-e9474a7b324e,118.95238095238095,Chocolate Shared Pack,0.028673453,19,1,1.3555027527865258
chocolate,Entry,Cadbury Dairy Milk Silk Oreo Chocolate Bar Valentine's Gift Pack| 58.0 - GRAM,Sweet Cravings,Cadbury,3ef335eb-0dee-4cba-bceb-de855ce6edd5,97.66867469879519,Bar Chocolates,0.025632363,20,1,1.4466127097663095
chocolate,Entry,Cadbury Dairy Milk Chocolate Bar | Smooth & Rich Milk| 46.0 - GRAM,Sweet Cravings,Cadbury,c442ad9b-09b6-4505-a17d-7d2b3cceee0e,45.32335329341317,Bar Chocolates,0.025443474,21,0.7115489611155835,1.4068530100398855
chocolate,Entry,Cadbury 5 Star Chocolate Bar | Kitted| 96.0 - GRAM,Sweet Cravings,Cadbury,0c986c9d-63c7-4873-a18e-5a6b59c0159a,50.15243902439025,Chocolate Shared Pack,0.025228903,22,0.7944129468104598,1.174081818080402
chocolate,Entry,Nestle Milkybar Choo Strawberry Flavour Sharebag| 99.0 - GRAM,Sweet Cravings,Milkybar,13b2bb81-ba24-4dd8-b1e1-d270c9d0257a,38.122699386503065,Bar Chocolates,0.02467238,23,0.569946437309337,1.3261788759229347
chocolate,Entry,Cadbury Dairy Milk Chocolate Bar | Smooth & Rich Milk| 112.0 - GRAM,Sweet Cravings,Cadbury,77ca89b8-c9bd-486a-8d39-2b59ec1e25fc,105.12574850299401,Bar Chocolates,0.023598257,24,1,1.419984868157964
chocolate,Entry,Cadbury Bournville Rich Cocoa 50% Dark Chocolate Bar| 30.0 - GRAM,Sweet Cravings,Bournville,db6c4a25-24fe-49e9-8828-9bea53557aa2,44.377245508982035,Dark Chocolates,0.023389712,25,0.6942832369937607,1.3375234887366683
chocolate,Entry,"Snickers Peanut, Nougat & Caramel Chocolate Bar| 40.0 - GRAM",Sweet Cravings,Snickers,5a632153-3cb1-4996-9d19-5b6f3f8b115e,42.19760479041916,Bar Chocolates,0.02322971,26,0.6530632010820092,1.1101853510445274
chocolate,Entry,Nestle Munch Max Chocolate Coated Crunchy Wafer Bar Value Pack| 115.5 - GRAM,Sweet Cravings,Munch,be6736bd-9fef-48eb-a8eb-b96d07f94a47,57.955414012738856,Wafer Chocolates,0.023128945,27,0.9127667635921185,1.2313801414790382
chocolate,Entry,Kinder Schoko-Bons Crispy | Chocolate | Milky & Cocoa Filling| 22.4 - GRAM,Sweet Cravings,Kinder,3f6113c7-285c-47fc-9b36-961be077e762,37.0722891566265,Chocolate Shared Pack,0.020721156,28,0.5470787779233082,1.2275293164862502
chocolate,Entry,Hershey's Exotic Dark Blueberry And Acai | Chocolates Share Bag| 33.3 - GRAM,Sweet Cravings,Hershey's,0197e1c5-4dda-4522-b496-1165e778d166,45.25301204819277,Chocolate Shared Pack,0.020353962,29,0.7102777471118966,1.0979472677568718
chocolate,Entry,Cadbury 5 Star Oreo Filled Chocolate Bar| 40.0 - GRAM,Sweet Cravings,Cadbury,b18270a1-1178-4299-b07a-7081ae7bc7d1,39.904761904761905,Bar Chocolates,0.019613884,30,0.6073380680236082,1.174081818080402
chocolate,Entry,Hershey's Creamy Milk Chocolate Bar | Smooth & Chocolatey| 38.0 - GRAM,Sweet Cravings,Hershey's,315fd5b3-349d-4210-8091-aba03eeb1eb5,47.174698795180724,Bar Chocolates,0.019019105,31,0.7443159330435082,1.097947267756872
chocolate,Entry,Nestle Milkybar Tablet Made With Milk Yummy & Creamy Treat| 42.0 - GRAM,Sweet Cravings,Milkybar,4ce1f5a1-a18f-4334-ab33-dd1bd8f9ff32,28.03614457831325,Bar Chocolates,0.018042473,32,0.3184234672529955,1.336034002290687
chocolate,Entry,Cadbury Dairy Milk Minis | Home Treats Chocolate| 140.0 - GRAM,Sweet Cravings,Cadbury,b13e93c9-9e50-4513-af13-b7aefb5d3732,124.7185628742515,Chocolate Shared Pack,0.017803438,33,1,1.174081818080402
chocolate,Entry,Cadbury Dairy Milk Roasted Almond Chocolate Bar| 36.0 - GRAM,Sweet Cravings,Cadbury,40c70ec6-d755-40a9-bfe2-13aa4213e3bb,43.44642857142857,Bar Chocolates,0.017318418,34,0.6769335215454125,1.416164920059283
chocolate,Entry,Hershey's Cookies 'N' Creme Chocolate Bar| 38.0 - GRAM,Sweet Cravings,Hershey's,e9972c52-f603-43e9-9b72-7b351cf22a92,46.16867469879518,Bar Chocolates,0.017067013,35,0.7266732299605271,1.2970717833965435
chocolate,Entry,Cadbury Fuse Chocolate Bar | Chocolate & Crunch| 43.0 - GRAM,Sweet Cravings,Cadbury,7dcd8212-24ef-46f7-b296-3b678288d3ad,37.047904191616766,Bar Chocolates,0.01704512,36,0.5465402490077548,1.174081818080402
chocolate,Entry,Cadbury Perk Mini Treats | Chocolate Coated Wafers| 115.0 - GRAM,Sweet Cravings,Cadbury,c947b276-99c9-458d-80fc-c667d196feab,67.19277108433735,Chocolate Shared Pack,0.015890045,37,1,1.174081818080402
chocolate,Entry,Cadbury Celebrations Assorted | Chocolate Pack| 141680.0 - MILLIGRAM,Sweet Cravings,Cadbury,90c33466-de17-436d-b6a0-7d67e025cc63,114.5246913580247,Chocolate Gift Box,0.015599009,38,1,1.1740818180804022
chocolate,Entry,Cadbury Dairy Milk Silk Desserts Brownie Chocolate Bar Valentine's Gift Pack| 70.0 - GRAM,Sweet Cravings,Cadbury,afd2ff73-a688-480e-baf3-0f4d1a52c602,98.57317073170732,Bar Chocolates,0.015152117,39,1,1.174081818080402
chocolate,Entry,Ferrero Rocher Gift Pack| 50.0 - GRAM,Sweet Cravings,Ferrero Rocher 2024,1fea4b84-6c7e-4f90-99ae-a26047097c2e,149,Premium Chocolate Gift Box,0.0147827,40,1,1.9032804007619295
chocolate,Entry,Nestle Munch Choco Coated Wafer Bar | Sharebag| 148.0 - GRAM,Sweet Cravings,Munch,5e1af19c-b77e-4ca1-9337-847404789e4f,60.68711656441718,Wafer Chocolates,0.014690259,41,0.9504625829528559,1.433907547721414
chocolate,Entry,Cadbury Dairy Milk Silk Chocolate Bar Valentine's Gift Pack| 55.0 - GRAM,Sweet Cravings,Cadbury,2ed16409-34d8-41de-9526-7934d560b8e8,95.77245508982035,Bar Chocolates,0.014590305,42,1,1.3836483034482387
chocolate,Entry,Nestle Milkybar Moosha Made With Milk Yummy & Creamy Treat| 38.0 - GRAM,Sweet Cravings,Milkybar,50782048-c5b9-469b-86cb-b97068d410c8,16.01818181818182,Bar Chocolates,0.014263916,43,0,1.110323798764532
chocolate,Entry,Cadbury Dairy Milk Crackle Chocolate Bar| 36.0 - GRAM,Sweet Cravings,Cadbury,a576237b-9a8c-4bee-872d-8e5810a00c87,42.51497005988024,Bar Chocolates,0.0136429705,44,0.6591956927400913,1.174081818080402
chocolate,Entry,Cadbury Dairy Milk Silk Roast Almond Chocolate Bar Valentine's Gift Pack| 52.0 - GRAM,Sweet Cravings,Cadbury,33ef17d0-7d44-4fa5-a99d-f56e3c19558d,97.55357142857143,Bar Chocolates,0.013526256,45,1,1.174081818080402
chocolate,Entry,Cadbury Celebrations Assorted | Chocolate Pack| 54880.0 - MILLIGRAM,Sweet Cravings,Cadbury,efe3280b-6a7a-49e2-870b-45b15dae0e04,40.52095808383233,Chocolate Gift Box,0.013330371,46,0.6198797550767309,1.174081818080402
chocolate,Entry,Cadbury 5 Star Mini Treat | Chocolate Pack| 133500.0 - MILLIGRAM,Sweet Cravings,Cadbury,ff0670c2-60d9-40cc-b2f8-f0703b58bf08,97.55421686746988,Chocolate Shared Pack,0.013320875,47,1,1.174081818080402
chocolate,Entry,Kinder Creamy Milky And Cocoa | Extruded Rice| 19.0 - GRAM,Sweet Cravings,Kinder,830697f0-d160-4d20-bc8d-515471c25a16,22.994011976047904,Chocolate Shared Pack,0.013258876,48,0.15615650472332343,1.0018740823297838
chocolate,Entry,Kinder Joy | DC Pack | Rich in Milk Solids| 20.0 - GRAM,Sweet Cravings,Kinder,65403c06-8ff0-4cb6-b001-41bbe21eb1de,51.489010989010985,Chocolate Shared Pack,0.012814916,49,0.8159392745396563,1.0018740823297838
chocolate,Entry,Galaxy Smooth Milk Valentine Chocolate Bar for Gifting| 30.0 - GRAM,Sweet Cravings,Galaxy,c5d5574c-ed5d-44b8-bff6-c7728af6df28,54.36144578313253,Bar Chocolates,0.012673073,50,0.8603704189644894,1.0694636687426828
chocolate,Entry,Nestle KitKat Delights Double Choco | Rich & Indulgent| 63.0 - GRAM,Sweet Cravings,Kit-Kat,7eb365a6-26cc-4fff-b95c-fad4cb6dd3e1,83.70370370370371,Chocolate Coated,0.012218124,51,1,1.1486534724307726
chocolate,Entry,Hershey's Kisses Hazelnut 'N' Cookies | Chocolate Share Bag Small| 33.6 - GRAM,Sweet Cravings,Hershey's,89b16ce6-6cb0-411e-b6f6-1eb4bc8affde,48.10843373493976,Chocolate Shared Pack,0.012168187,52,0.760357430411415,1.0979472677568718
chocolate,Entry,"Snickers Peanut, Nougat & Caramel Chocolate Bar| 120.0 - GRAM",Sweet Cravings,Snickers,2ddd77e0-a7af-4c11-b01f-a96d18f15e0f,114.43975903614458,Bar Chocolates,0.012013998,53,1,1.1101853510445274
chocolate,Entry,Hershey's Exotic Raspberry & Goji | Dark Chocolate Share Bag| 33.3 - GRAM,Sweet Cravings,Hershey's,880fe5b1-778e-4b67-879a-588a90c6321b,46.28313253012048,Chocolate Shared Pack,0.011972943,54,0.7286997632766821,1.097947267756872
chocolate,Entry,Hershey's Whole Almonds Chocolate Bar | Rich & Indulgent| 40.0 - GRAM,Sweet Cravings,Hershey's,9a59913d-001d-4068-9275-caa9e7a39a95,49.31927710843374,Bar Chocolates,0.011845231,55,0.7807021285609019,1.097947267756872
chocolate,Entry,Sunfeast Fantastik Roasted Almond | Nutty & Crunchy| 34.0 - GRAM,Sweet Cravings,Sunfeast,eb261308-147c-48a8-b1b2-a2e576dbbc66,29,Milk Chocolates,0.011631584,56,0.3460882012198334,1
chocolate,Entry,Hershey's Kisses Cookies 'N' Cream | Chocolate Share Bag| 34.0 - GRAM,Sweet Cravings,Hershey's,50822258-6f8e-49fe-90c7-b2dcdb919bf0,48.87951807228916,Chocolate Shared Pack,0.011604796,57,0.7733716060091677,1.097947267756872
chocolate,Entry,Amul Dark Chocolate Bar | Rich in Cocoa| 150.0 - GRAM,Sweet Cravings,Amul,671896eb-3b7f-43a1-bb4b-5db277ca53d9,155.01807228915663,Bar Chocolates,0.011524238,58,1,1.417652737287011
chocolate,Entry,Kinder Joy Disney Princess | Single Pack| 20.0 - GRAM,Sweet Cravings,Kinder,635d89ea-5075-4dc9-bc5a-79f3bb9a2340,37.68452380952381,Chocolate Shared Pack,0.011458956,59,0.5604848100886346,1.2273260525251233
chocolate,Entry,Hershey's Dark Chocolate Bar | Rich Chocolate Taste| 38.0 - GRAM,Sweet Cravings,Hershey's,1ff87338-edad-4de0-b8ca-ebeb453c3863,57,Bar Chocolates,0.011271588,60,0.8991618560413704,1.3044413156688328
coffee,Entry,Continental Xtra Instant Strong Coffee | Pouch| 50.0 - GRAM,"Tea, Coffee & More",Continental,0b7a3134-f94f-4f64-80ef-a70bee333b91,74.09868421052632,Instant Coffee,0.077862486,1,0.03126184421477747,1.899554386019142
coffee,Entry,Continental Xtra Instant Coffee | Sachet| 87.0 - GRAM,"Tea, Coffee & More",Continental,57c7fe19-6264-4c16-b0f2-6e28fd029410,92.97633136094674,Instant Coffee,0.06388775,2,0.27819461646673666,1.6668660173582817
coffee,Entry,BRU Instant Coffee| 50.0 - GRAM,"Tea, Coffee & More",Bru,d0e468d2-313c-4673-8c49-862a60f6d778,116.6867469879518,Instant Coffee,0.0482573,3,0.5253458986025107,1.849965990779331
coffee,Entry,Nescafe Classic - Instant Coffee Powder - 100% Pure Coffee| 24.0 - GRAM,"Tea, Coffee & More",Nescafe,8c7eb119-6eec-49d1-a70f-d758647d8b1b,110.33333333333333,Instant Coffee,0.045022253,4,0.4644286597530992,1.7046072451688903
coffee,Entry,Continental Strong Instant Coffee | Jar| 50.0 - GRAM,"Tea, Coffee & More",Continental,4a529f59-cfb1-42ba-8adb-e11362f94707,71.05421686746988,Instant Coffee,0.038712278,5,0,1.6761744065354254
coffee,Entry,iD Fresh Strong Filter Coffee| 5.0 - PIECE,"Tea, Coffee & More",iD Fresh,6b60c3ec-b1be-420b-b61d-e25f1ee18b7d,53.13333333333333,Filter Coffee,0.035123285,6,0,1.4128782583194976
coffee,Entry,Continental Speciale Instant Coffee | Sachet| 53.0 - GRAM,"Tea, Coffee & More",Continental,c0bd9068-967d-459a-8e43-d2f1f575a953,90.03105590062111,Instant Coffee,0.03440571,7,0.2431695694376128,1.524204564074629
coffee,Entry,Bevzilla Assorted Instant Coffee Powder Sachets| 48.0 - GRAM,"Tea, Coffee & More",Bevzilla,6cde0893-58d9-4adc-9348-f0fa299541d7,86.47878787878788,Instant Coffee,0.03074222,8,0.19936903923797766,1.489600710818688
coffee,Entry,Nescafe Cafe Style Iced Latte Cold Coffee| 170.0 - MILLILITRE,"Tea, Coffee & More",Nescafe,35c93dee-67b3-4e06-82de-ae4d887d4a9d,41.22222222222222,Cold Coffee,0.025961272,9,0,1.9579546180778045
coffee,Entry,Nescafe Sunrise Instant Coffee| 45.0 - GRAM,"Tea, Coffee & More",Nescafe,a3659ff9-e509-4328-89b1-226f86e02e99,125.98148148148148,Instant Coffee,0.024886101,10,0.6087371540555853,1.737493445907317
coffee,Entry,Nescafe Sunrise Instant Coffee| 45.0 - GRAM,"Tea, Coffee & More",Nescafe,23433b9c-2997-4c46-abbb-b296440841b8,154.00617283950618,Instant Coffee,0.02220469,11,0.8272829976903749,1.6053361572799383
coffee,Entry,Nescafe Classic - Instant Coffee Powder - 100% Pure Coffee| 44.0 - GRAM,"Tea, Coffee & More",Nescafe,817dd990-1675-4e6b-88f9-fdc865cb2801,209.36969696969697,Instant Coffee,0.01999475,12,1,1.561914494518589
coffee,Entry,Colombian Brew Original Instant Coffee Sachets | 40 Sachets| 40.0 - GRAM,"Tea, Coffee & More",Colombian Brew,2af9867b-1ce2-466c-ae1a-00313981b05b,96.01851851851852,Instant Coffee,0.019593272,13,0.31322600900863223,1.277448497941587
coffee,Entry,Nescafe Ready To Drink Coffee Flavoured Milk Iced Latte Cold Coffee| 180.0 - MILLILITRE,"Tea, Coffee & More",Nescafe,23af84bb-d823-4783-8f7e-aac7ba7346cd,41.04216867469879,Cold Coffee,0.01767777,14,0,1.7101790014263982
coffee,Entry,iD Fresh Instant Coffee| 50.0 - GRAM,"Tea, Coffee & More",iD Fresh,6e7b97f3-c3e4-4c5b-894b-69ef81e2c612,71.98787878787878,Instant Coffee,0.017308254,15,0,1.3282701256254015
coffee,Entry,Levista Premium Instant Coffee| 50.0 - GRAM,"Tea, Coffee & More",Levista,e413b65c-eee9-46fb-bd03-1ab435c380e5,115.37234042553192,Instant Coffee,0.016851012,16,0.5130199681626975,1.4269968478218862
coffee,Entry,250 ml Cold Coffee| 1.0 - PIECE,"Tea, Coffee & More",Zepto Cafe,7bc1f660-2526-4f12-b02c-30155e4f3892,128.01234567901236,Cold Coffee,0.016245287,17,0.6261372204738535,1.6302052570936643
coffee,Entry,Filter Coffee| 1.0 - PIECE,"Tea, Coffee & More",Zepto Cafe,2b79dc0a-c534-467c-943e-d626156daed1,107.96551724137932,Food & Beverage,0.01544086,18,0.44082401435375934,1
coffee,Entry,Bru Instant Coffee Jar| 40.0 - GRAM,"Tea, Coffee & More",Bru,fcd908d2-1ebb-4fcf-8c2b-73c2a9f2d77a,116.18238993710692,Instant Coffee,0.014892283,19,0.520632753923494,1.587578948667654
coffee,Entry,Hazelnut Cappuccino| 1.0 - PIECE,"Tea, Coffee & More",Zepto Cafe,36490ded-162b-40a1-8126-1404d278ee50,152.10077519379846,Coffee,0.013651243,20,0.8137372813942677,1
coffee,Entry,Tata Classic Grand Instant Coffee| 50.0 - GRAM,"Tea, Coffee & More",Tata Coffee Grand,eb3aaadd-2228-482b-aa2c-554adb0429d5,124.11515151515151,Instant Coffee,0.0133973,21,0.5924976569724935,1.4092961649911893
coffee,Entry,Tata Coffee Grand Classic Instant Coffee| 50.0 - GRAM,"Tea, Coffee & More",Tata Coffee Grand,3af6f9fd-8d1d-4b6b-9f76-d39a9d850273,129.0245398773006,Instant Coffee,0.011625506,22,0.634706702409683,1.066169069234405
coffee,Entry,Nescafe Ready To Drink Coffee Flavoured Milk Intense Cafe Cappucino Cold Coffee| 180.0 - MILLILITRE,"Tea, Coffee & More",Nescafe,684a7017-b7de-46ef-b76a-6efce5e2fb7a,39.373493975903614,Cold Coffee,0.011453252,23,0,1.564086715515584
coffee,Entry,Rage Coffee Assorted Blend Sachets - Pack Of 20| 30.0 - GRAM,"Tea, Coffee & More",Rage Coffee,77ff073f-6b7e-45d3-acee-adbbff017b49,77.9483870967742,Instant Coffee,0.0114193335,24,0.08637127323637306,1.0643875785055779
coffee,Entry,BRU Classic Cold Coffee Tetra Pack| 180.0 - MILLILITRE,"Tea, Coffee & More",Bru,9f0ef407-a203-4e8a-bb3a-306e139a9fea,36.18518518518518,Cold Coffee,0.011067614,25,0,1.287999827994109
coffee,Entry,Spanish Coffee| 1.0 - PIECE,"Tea, Coffee & More",Zepto Cafe,2c41692c-dd57-44d3-bfb7-ef61a12eb257,161.56410256410257,Coffee,0.010928331,26,0.8794113200800983,1
coffee,Entry,Nescafe Classic - Instant Coffee Powder - 100% Pure Coffee| 90.0 - GRAM,"Tea, Coffee & More",Nescafe,71a7eed6-36e9-4a7f-9f49-19ea6540a146,406.7560975609756,Instant Coffee,0.01063737,27,1,1.2579546180778045
coffee,Entry,BRU Instant Coffee| 100.0 - GRAM,"Tea, Coffee & More",Bru,d51e76a6-7cf7-4276-9845-2ece9465e048,240.34146341463415,Instant Coffee,0.010491288,28,1,1.6019863659016944
coffee,Entry,Continental Xtra Instant Strong Coffee - Jar| 200.0 - GRAM,"Tea, Coffee & More",Continental,387133ab-df83-4bb0-a2ef-29b9428d1887,275.3575757575758,Instant Coffee,0.010250101,29,1,1.568576249666231
coffee,Entry,BRU Green Label Filter Coffee| 200.0 - GRAM,"Tea, Coffee & More",Bru,8c9b10f7-b03b-4a97-9350-10e90f4b4d03,148.8780487804878,Filter Coffee,0.010221107,30,0.7904355589372086,1.6471930315213252
coffee,Entry,Davidoff Rich Aroma Instant Coffee | 10/12 Intensity| 100.0 - GRAM,"Tea, Coffee & More",Davidoff,524a61f9-0d1f-44a6-bf05-68001ed2aa63,604.9817073170732,Instant Coffee,0.00994427,31,1,1.378889317388238
coffee,Entry,Continental Malgudi Filter Coffee - Pouch| 200.0 - GRAM,"Tea, Coffee & More",Continental,2543793d-15e4-48ee-8ab4-14068a049b58,117.28048780487805,Filter Coffee,0.009558583,32,0.530868284166324,1.5079410426982427
coffee,Entry,Cothas Filter Coffee Decoction Medium Roast Coffee Premix| 200.0 - GRAM,"Tea, Coffee & More",Cothas,5488ccde-61d9-4bb3-9dfe-0a31d2038aa0,81.2919254658385,Filter Coffee,0.009470194,33,0.13206967941318534,1.2244793946907697
coffee,Entry,Narasus Strong Classic Instant Coffee| 50.0 - GRAM,"Tea, Coffee & More",Narasus,01f9d38b-61c7-42f4-b172-22222f884158,143.21383647798743,Instant Coffee,0.009400833,34,0.7482310931447614,1.0379581559164466
coffee,Entry,Rage Coffee Silk Blend Creamy Hazelnut Instant Coffee| 60.0 - GRAM,"Tea, Coffee & More",Rage Coffee,5b76c369-70d8-4ffb-b0e6-f6fbe3050b8b,137.3975155279503,Instant Coffee,0.009261706,35,0.7031193860120416,1.0643875785055779
coffee,Entry,Sleepy Owl Assorted Premium Instant Coffee Sachets| 10.0 - PIECE,"Tea, Coffee & More",Sleepy Owl,6a7a5e55-a718-405f-8435-536276c19f92,95.56363636363636,Instant Coffee,0.008750649,36,0.3080591264371693,1.116710548870343
coffee,Entry,Nescafe Classic - Instant Coffee Powder - 100% Pure Coffee| 45.0 - GRAM,"Tea, Coffee & More",Nescafe,3e4bbfa2-22e5-44f0-98e9-3a8606683a3e,206.5,Instant Coffee,0.0085661635,37,1,1.2579546180778043
coffee,Entry,Davidoff Espresso 57 Instant Coffee | 11/12 Intensity| 100.0 - GRAM,"Tea, Coffee & More",Davidoff,57a29b86-86d6-4f86-8beb-761653b459d4,564.8475609756098,Instant Coffee,0.008443419,38,1,1.1059458058106015
coffee,Entry,Levista Strong Pouch| 50.0 - GRAM,"Tea, Coffee & More",Levista,a66bdff6-0014-4b58-9502-591b06095945,87,Instant Coffee,0.008345504,39,0.20590716641688256,1.1512545912311267
coffee,Entry,Cavin's Chilled Latte Cold Coffee / Coffee Shake| 180.0 - MILLILITRE,"Tea, Coffee & More",Cavin's,3bc34747-b8c4-4916-be87-ac5b12b148de,35.5125,Cold Coffee,0.008152253,40,0,1.0286108368788955
coffee,Entry,Rage Coffee Silk Blend Belgian Chocolate Instant Coffee| 60.0 - GRAM,"Tea, Coffee & More",Rage Coffee,3f63642a-c0fd-46bb-a071-287a0c7e8af0,144.1801242236025,Instant Coffee,0.008016641,41,0.7555477788539542,1.0643875785055779
coffee,Entry,Cothas Speciality Blend Organic Filter Coffee| 200.0 - GRAM,"Tea, Coffee & More",Cothas,798255cc-4ad4-488c-a0d2-afdd91c4665f,178.6909090909091,Filter Coffee,0.007944823,42,0.989039694576046,1.710971127709056
coffee,Entry,Levista Strong Instant Coffee| 100.0 - GRAM,"Tea, Coffee & More",Levista,44788b2e-717c-436a-8f68-833b2ca12038,188.96932515337423,Instant Coffee,0.007870378,43,1,1.1512545912311267
coffee,Entry,Nescafe Sunrise Instant Coffee| 90.0 - GRAM,"Tea, Coffee & More",Nescafe,fbd4aae3-6e3a-4a19-89ec-57053f37be65,265.9875,Instant Coffee,0.0078082094,44,1,1.2579546180778043
